gauge_id,gauge_lat,gauge_lon,gauge_name,country,area
camelsde_211430,49.40474964,12.60504276,Witzelsmühle Silberseeabfluss ,Germany,72.36508641897433
camelsde_211440,49.43206193,12.45932887,Untereppenried ,Germany,61.58815079552719
camelsde_211450,49.41076682,12.3088721,Fronhof ,Germany,121.4805154058683
camelsde_211460,49.61197292,11.80146364,Vilseck_Vils ,Germany,230.7237187784812
camelsde_211470,49.44816972,11.85481897,Amberg_Vils ,Germany,443.2996536395654
camelsde_211490,49.20014404,11.9432379,Dietldorf ,Germany,1104.8971738249902
camelsde_211500,49.49437158,11.79789479,Obersdorf ,Germany,69.06412018891149
camelsde_211510,49.29209243,11.81424184,Stettkirchen ,Germany,237.8555389785481
camelsde_211520,49.1814695,12.74639271,Chamerau ,Germany,1352.7669527738924
camelsde_211530,49.18996872,12.49519198,Kienhof ,Germany,2172.373966620561
camelsde_211540,49.22281881,12.17466125,Marienthal ,Germany,2606.895473650428
camelsde_211550,49.01004663,13.22089051,Zwiesel_Schwarzer Regen ,Germany,293.22006323003245
camelsde_211560,49.0422764,12.99929686,Teisnach_Schwarzer Regen ,Germany,623.4304748896917
camelsde_211570,49.07120729,12.91996322,Sägmühle ,Germany,836.4551118535501
camelsde_211580,49.06006626,12.91769132,Viechtach Reibenmühle ,Germany,53.33535480241175
camelsde_211590,49.01849104,13.23013427,Zwiesel_Großer Regen ,Germany,174.72434366520278
camelsde_211600,49.00733988,13.3713054,Hirschbach_Kleiner Regen ,Germany,11.981707762431094
camelsde_211610,49.00938016,13.23450261,Lohmannmühle ,Germany,116.19771522702275
camelsde_211620,49.03652717,12.99655569,Teisnach_Teisnach ,Germany,109.22012599345568
camelsde_211630,49.17161579,13.09084751,Lohberg ,Germany,39.49896718995739
camelsde_211640,49.16877062,12.85316355,Kötzting ,Germany,225.8459726864245
camelsde_211650,49.33057069,12.9755697,Gogl-Mühle ,Germany,60.00394798355989
camelsde_211660,49.29984596,12.89914814,Eschlkam ,Germany,177.24500459899167
camelsde_211680,49.30218727,12.83646273,Furth im Wald ,Germany,279.5320072214128
camelsde_211690,49.24043076,12.73345213,Kothmaißling ,Germany,407.6339565688161
